sample	haplo_Skov	chrom	start	end	CHR	START	END	ovelap	length_Skov	ratio	length	state	mean_prob	snps	admixpopvariants	AltaiNeandertal	Chagyrskaya-Phalanx	Denisova	Vindija33.19	chr_st_end_Skov	SNP	Introgression	plain_origin	pop	chr_st_end
O517_DA_C001KLZ	O517_DA_C001KLZ_hap1	chr1	89053000	89236000	1	88800562	89326878	183000	183000	1	184000	Archaic	0.97395	168	75	66	2	71	72	1.89053000.89236000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C001KM0	O517_DA_C001KM0_hap1	chr1	89014000	89315000	1	88800562	89326878	301000	301000	1	302000	Archaic	0.9841	223	88	78	2	84	77	1.89014000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C001KM4	O517_DA_C001KM4_hap1	chr1	89012000	89315000	1	88800562	89326878	303000	303000	1	304000	Archaic	0.99547	239	88	78	2	84	77	1.89012000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C001KM4	O517_DA_C001KM4_hap2	chr1	89012000	89315000	1	88800562	89326878	303000	303000	1	304000	Archaic	0.99547	239	88	78	2	84	77	1.89012000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C001KM5	O517_DA_C001KM5_hap1	chr1	89039000	89318000	1	88800562	89326878	279000	279000	1	280000	Archaic	0.98823	211	84	74	2	80	73	1.89039000.89318000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C001KM8	O517_DA_C001KM8_hap1	chr1	89013000	89280000	1	88800562	89326878	267000	267000	1	268000	Archaic	0.99266	214	80	71	2	76	77	1.89013000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KM8	O517_DA_C001KM8_hap2	chr1	89053000	89238000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.99102	172	75	66	2	71	72	1.89053000.89238000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMA	O517_DA_C001KMA_hap1	chr1	89011000	89238000	1	88800562	89326878	227000	227000	1	228000	Archaic	0.98646	201	78	69	2	74	75	1.89011000.89238000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMA	O517_DA_C001KMA_hap2	chr1	89050000	89237000	1	88800562	89326878	187000	187000	1	188000	Archaic	0.97178	173	75	66	2	71	72	1.89050000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMC	O517_DA_C001KMC_hap1	chr1	89053000	89236000	1	88800562	89326878	183000	183000	1	184000	Archaic	0.97375	171	75	66	2	71	72	1.89053000.89236000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMC	O517_DA_C001KMC_hap2	chr1	89053000	89238000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.98934	174	75	66	2	71	72	1.89053000.89238000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMD	O517_DA_C001KMD_hap2	chr1	89089000	89237000	1	88800562	89326878	148000	148000	1	149000	Archaic	0.97592	141	64	55	2	61	61	1.89089000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KME	O517_DA_C001KME_hap1	chr1	89001000	89232000	1	88800562	89326878	231000	231000	1	232000	Archaic	0.98261	203	82	73	2	77	79	1.89001000.89232000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KME	O517_DA_C001KME_hap2	chr1	89049000	89237000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.97884	173	75	66	2	71	72	1.89049000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMF	O517_DA_C001KMF_hap1	chr1	89052000	89237000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.97458	173	75	66	2	71	72	1.89052000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMF	O517_DA_C001KMF_hap2	chr1	89050000	89237000	1	88800562	89326878	187000	187000	1	188000	Archaic	0.97292	173	75	66	2	71	72	1.89050000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMG	O517_DA_C001KMG_hap1	chr1	89013000	89280000	1	88800562	89326878	267000	267000	1	268000	Archaic	0.99276	212	80	71	2	76	77	1.89013000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMG	O517_DA_C001KMG_hap2	chr1	88996000	89317000	1	88800562	89326878	321000	321000	1	322000	Archaic	0.98947	244	91	81	2	86	80	1.88996000.89317000	89127023	Denisova/Altai Neanderthal	Denisova	LL	chr1.89054418.89202534
O517_DA_C001KMI	O517_DA_C001KMI_hap2	chr1	88997000	89273000	1	88800562	89326878	276000	276000	1	277000	Archaic	0.99057	221	83	74	2	78	80	1.88997000.89273000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMJ	O517_DA_C001KMJ_hap1	chr1	89049000	89237000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.97866	176	75	66	2	71	72	1.89049000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMJ	O517_DA_C001KMJ_hap2	chr1	89001000	89232000	1	88800562	89326878	231000	231000	1	232000	Archaic	0.982	200	82	73	2	77	79	1.89001000.89232000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMK	O517_DA_C001KMK_hap1	chr1	88996000	89280000	1	88800562	89326878	284000	284000	1	285000	Archaic	0.99251	219	77	68	2	73	74	1.88996000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KML	O517_DA_C001KML_hap1	chr1	89054000	89148000	1	88800562	89326878	94000	94000	1	95000	Archaic	0.9762	108	48	41	0	46	46	1.89054000.89148000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KML	O517_DA_C001KML_hap2	chr1	89115000	89315000	1	88800562	89326878	200000	200000	1	201000	Archaic	0.98624	148	60	54	2	57	51	1.89115000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	LL	chr1.89054418.89202534
O517_DA_C001KMN	O517_DA_C001KMN_hap1	chr1	89053000	89237000	1	88800562	89326878	184000	184000	1	185000	Archaic	0.97402	172	75	66	2	71	72	1.89053000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMN	O517_DA_C001KMN_hap2	chr1	89050000	89237000	1	88800562	89326878	187000	187000	1	188000	Archaic	0.97158	175	75	66	2	71	72	1.89050000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMO	O517_DA_C001KMO_hap1	chr1	89118000	89219000	1	88800562	89326878	101000	101000	1	102000	Archaic	0.97685	110	51	45	2	48	48	1.89118000.89219000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMP	O517_DA_C001KMP_hap1	chr1	88996000	89318000	1	88800562	89326878	322000	322000	1	323000	Archaic	0.98803	243	91	81	2	86	80	1.88996000.89318000	89127023	Denisova/Altai Neanderthal	Denisova	LL	chr1.89054418.89202534
O517_DA_C001KMP	O517_DA_C001KMP_hap2	chr1	89053000	89239000	1	88800562	89326878	186000	186000	1	187000	Archaic	0.98737	172	75	66	2	71	72	1.89053000.89239000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMR	O517_DA_C001KMR_hap1	chr1	89048000	89236000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.96343	170	75	66	2	71	72	1.89048000.89236000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMU	O517_DA_C001KMU_hap1	chr1	89053000	89237000	1	88800562	89326878	184000	184000	1	185000	Archaic	0.96945	164	71	64	1	68	68	1.89053000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMX	O517_DA_C001KMX_hap1	chr1	89051000	89239000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.98724	176	75	66	2	71	72	1.89051000.89239000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMX	O517_DA_C001KMX_hap2	chr1	89053000	89238000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.98904	174	75	66	2	71	72	1.89053000.89238000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMY	O517_DA_C001KMY_hap2	chr1	89052000	89240000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.9854	171	75	66	2	71	72	1.89052000.89240000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMZ	O517_DA_C001KMZ_hap1	chr1	89001000	89232000	1	88800562	89326878	231000	231000	1	232000	Archaic	0.98345	203	82	73	2	77	79	1.89001000.89232000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KMZ	O517_DA_C001KMZ_hap2	chr1	89049000	89237000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.98012	174	75	66	2	71	72	1.89049000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN0	O517_DA_C001KN0_hap1	chr1	89049000	89237000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.97938	173	75	66	2	71	72	1.89049000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN0	O517_DA_C001KN0_hap2	chr1	89053000	89237000	1	88800562	89326878	184000	184000	1	185000	Archaic	0.9732	171	75	66	2	71	72	1.89053000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN2	O517_DA_C001KN2_hap1	chr1	89001000	89280000	1	88800562	89326878	279000	279000	1	280000	Archaic	0.99235	221	83	74	2	78	80	1.89001000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN2	O517_DA_C001KN2_hap2	chr1	89118000	89237000	1	88800562	89326878	119000	119000	1	120000	Archaic	0.95788	115	53	47	2	50	50	1.89118000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN3	O517_DA_C001KN3_hap1	chr1	89049000	89237000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.97923	174	75	66	2	71	72	1.89049000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr1	89001000	89233000	1	88800562	89326878	232000	232000	1	233000	Archaic	0.98276	202	82	73	2	77	79	1.89001000.89233000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN6	O517_DA_C001KN6_hap1	chr1	89115000	89237000	1	88800562	89326878	122000	122000	1	123000	Archaic	0.95736	119	54	48	2	51	51	1.89115000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN6	O517_DA_C001KN6_hap2	chr1	89067000	89278000	1	88800562	89326878	211000	211000	1	212000	Archaic	0.97964	181	72	63	2	68	69	1.89067000.89278000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN7	O517_DA_C001KN7_hap1	chr1	89053000	89238000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.98969	174	75	66	2	71	72	1.89053000.89238000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN7	O517_DA_C001KN7_hap2	chr1	89053000	89238000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.98974	175	75	66	2	71	72	1.89053000.89238000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN8	O517_DA_C001KN8_hap2	chr1	89040000	89237000	1	88800562	89326878	197000	197000	1	198000	Archaic	0.97483	179	75	66	2	71	72	1.89040000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN9	O517_DA_C001KN9_hap1	chr1	89001000	89232000	1	88800562	89326878	231000	231000	1	232000	Archaic	0.98358	201	82	73	2	77	79	1.89001000.89232000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KN9	O517_DA_C001KN9_hap2	chr1	88997000	89315000	1	88800562	89326878	318000	318000	1	319000	Archaic	0.99288	245	90	80	2	85	80	1.88997000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	LL	chr1.89054418.89202534
O517_DA_C001KNA	O517_DA_C001KNA_hap1	chr1	89049000	89237000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.98036	173	75	66	2	71	72	1.89049000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNB	O517_DA_C001KNB_hap1	chr1	89114000	89280000	1	88800562	89326878	166000	166000	1	167000	Archaic	0.98411	131	55	49	2	52	52	1.89114000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNB	O517_DA_C001KNB_hap2	chr1	89078000	89237000	1	88800562	89326878	159000	159000	1	160000	Archaic	0.96788	153	69	60	2	66	66	1.89078000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNC	O517_DA_C001KNC_hap1	chr1	88997000	89238000	1	88800562	89326878	241000	241000	1	242000	Archaic	0.98339	208	82	73	2	77	79	1.88997000.89238000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNC	O517_DA_C001KNC_hap2	chr1	89050000	89237000	1	88800562	89326878	187000	187000	1	188000	Archaic	0.97159	173	75	66	2	71	72	1.89050000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNE	O517_DA_C001KNE_hap1	chr1	89064000	89232000	1	88800562	89326878	168000	168000	1	169000	Archaic	0.96839	164	72	64	2	68	69	1.89064000.89232000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr1	88997000	89317000	1	88800562	89326878	320000	320000	1	321000	Archaic	0.99052	244	90	80	2	85	79	1.88997000.89317000	89127023	Denisova/Altai Neanderthal	Denisova	LL	chr1.89054418.89202534
O517_DA_C001KNG	O517_DA_C001KNG_hap2	chr1	89011000	89283000	1	88800562	89326878	272000	272000	1	273000	Archaic	0.98952	219	80	71	2	76	77	1.89011000.89283000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNH	O517_DA_C001KNH_hap2	chr1	89118000	89236000	1	88800562	89326878	118000	118000	1	119000	Archaic	0.96063	108	52	46	2	49	49	1.89118000.89236000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNJ	O517_DA_C001KNJ_hap2	chr1	89097000	89232000	1	88800562	89326878	135000	135000	1	136000	Archaic	0.96848	126	60	51	2	57	57	1.89097000.89232000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNK	O517_DA_C001KNK_hap1	chr1	89049000	89237000	1	88800562	89326878	188000	188000	1	189000	Archaic	0.97898	173	75	66	2	71	72	1.89049000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNK	O517_DA_C001KNK_hap2	chr1	89001000	89232000	1	88800562	89326878	231000	231000	1	232000	Archaic	0.98312	203	82	73	2	77	79	1.89001000.89232000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C001KNM	O517_DA_C001KNM_hap2	chr1	89090000	89245000	1	88800562	89326878	155000	155000	1	156000	Archaic	0.95903	140	62	54	2	59	59	1.89090000.89245000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C001KNN	O517_DA_C001KNN_hap2	chr1	89052000	89237000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.97396	170	73	65	2	69	70	1.89052000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C001KNP	O517_DA_C001KNP_hap1	chr1	89012000	89317000	1	88800562	89326878	305000	305000	1	306000	Archaic	0.99349	238	88	78	2	84	77	1.89012000.89317000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C001KNT	O517_DA_C001KNT_hap1	chr1	89011000	89280000	1	88800562	89326878	269000	269000	1	270000	Archaic	0.99186	209	78	69	2	74	75	1.89011000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr1	88997000	89315000	1	88800562	89326878	318000	318000	1	319000	Archaic	0.99196	247	91	81	2	86	80	1.88997000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C001PIV	O517_DA_C001PIV_hap1	chr1	89052000	89237000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.97338	172	75	66	2	71	72	1.89052000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C001PIV	O517_DA_C001PIV_hap2	chr1	89011000	89284000	1	88800562	89326878	273000	273000	1	274000	Archaic	0.99067	217	80	71	2	76	77	1.89011000.89284000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C001PJ7	O517_DA_C001PJ7_hap1	chr1	89011000	89284000	1	88800562	89326878	273000	273000	1	274000	Archaic	0.99103	217	80	71	2	76	77	1.89011000.89284000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C001PJ7	O517_DA_C001PJ7_hap2	chr1	89011000	89280000	1	88800562	89326878	269000	269000	1	270000	Archaic	0.99254	214	80	71	2	76	77	1.89011000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DAV	O517_DA_C002DAV_hap1	chr1	89053000	89237000	1	88800562	89326878	184000	184000	1	185000	Archaic	0.97249	173	75	66	2	71	72	1.89053000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C002DAV	O517_DA_C002DAV_hap2	chr1	89053000	89237000	1	88800562	89326878	184000	184000	1	185000	Archaic	0.98249	172	75	66	2	71	72	1.89053000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	LL	chr1.89054418.89202534
O517_DA_C002DBK	O517_DA_C002DBK_hap2	chr1	88997000	89302000	1	88800562	89326878	305000	305000	1	306000	Archaic	0.98827	225	82	74	2	77	79	1.88997000.89302000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr1	88997000	89315000	1	88800562	89326878	318000	318000	1	319000	Archaic	0.99297	246	90	80	2	85	79	1.88997000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C002DBM	O517_DA_C002DBM_hap1	chr1	89051000	89236000	1	88800562	89326878	185000	185000	1	186000	Archaic	0.97344	173	75	66	2	71	72	1.89051000.89236000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DBN	O517_DA_C002DBN_hap1	chr1	89012000	89315000	1	88800562	89326878	303000	303000	1	304000	Archaic	0.99315	237	88	78	2	84	77	1.89012000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C002DBS	O517_DA_C002DBS_hap2	chr1	89052000	89236000	1	88800562	89326878	184000	184000	1	185000	Archaic	0.97506	172	75	66	2	71	72	1.89052000.89236000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DBW	O517_DA_C002DBW_hap1	chr1	89049000	89280000	1	88800562	89326878	231000	231000	1	232000	Archaic	0.98671	187	75	66	2	71	72	1.89049000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DBX	O517_DA_C002DBX_hap2	chr1	89053000	89237000	1	88800562	89326878	184000	184000	1	185000	Archaic	0.97055	172	75	66	2	71	72	1.89053000.89237000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DCC	O517_DA_C002DCC_hap1	chr1	88997000	89118000	1	88800562	89326878	121000	121000	1	122000	Archaic	0.95938	78	25	23	0	23	25	1.88997000.89118000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DCC	O517_DA_C002DCC_hap2	chr1	89098000	89315000	1	88800562	89326878	217000	217000	1	218000	Archaic	0.99389	166	65	58	2	62	55	1.89098000.89315000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C002DCX	O517_DA_C002DCX_hap1	chr1	88997000	89302000	1	88800562	89326878	305000	305000	1	306000	Archaic	0.98794	232	83	74	2	78	80	1.88997000.89302000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr1	89011000	89284000	1	88800562	89326878	273000	273000	1	274000	Archaic	0.99052	217	80	71	2	76	77	1.89011000.89284000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
O517_DA_C002DCZ	O517_DA_C002DCZ_hap2	chr1	89097000	89278000	1	88800562	89326878	181000	181000	1	182000	Archaic	0.96302	131	55	49	1	53	52	1.89097000.89278000	89127023	Denisova/Altai Neanderthal	Denisova	HL	chr1.89054418.89202534
O517_DA_C002DD4	O517_DA_C002DD4_hap1	chr1	89011000	89280000	1	88800562	89326878	269000	269000	1	270000	Archaic	0.99044	203	78	69	2	74	75	1.89011000.89280000	89127023	Denisova/Altai Neanderthal	ambiguous	HL	chr1.89054418.89202534
191121_FD09254754	191121_FD09254754_hap2	chr1	95550000	95683000	1	95529290	95736826	133000	133000	1	134000	Archaic	0.9534	39	5	0	0	5	0	1.95550000.95683000	95547804	Denisova	Denisova	LL	chr1.95581715.95682887
191121_FD09254763	191121_FD09254763_hap1	chr1	95645000	95709000	1	95529290	95736826	64000	64000	1	65000	Archaic	0.96205	25	3	2	2	2	1	1.95645000.95709000	95547804	Denisova	ambiguous	LL	chr1.95581715.95682887
191121_FD09254763	191121_FD09254763_hap2	chr1	95645000	95709000	1	95529290	95736826	64000	64000	1	65000	Archaic	0.96205	25	3	2	2	2	1	1.95645000.95709000	95547804	Denisova	ambiguous	LL	chr1.95581715.95682887
